ABV (%),Beer ID,Beer Name,Beer Style,Brewery ID,Ounces,Brewery Name,City,State
6.5,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0,Kettle House Brewing Company,Missoula, MT
6.5,759,Double Haul IPA (2009),American IPA,510,16.0,Kettle House Brewing Company,Missoula, MT
6.5,758,Double Haul IPA (2006),American IPA,510,16.0,Kettle House Brewing Company,Missoula, MT
5.5,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0,Kettle House Brewing Company,Missoula, MT
6.5,86,Double Haul IPA,American IPA,510,16.0,Kettle House Brewing Company,Missoula, MT
6.5,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0,Kettle House Brewing Company,Missoula, MT
5.1,2436,Amber Ale,American Amber / Red Ale,102,12.0,King Street Brewing Company,Anchorage, AK
5.5,1706,King Street Pilsner,Czech Pilsener,102,12.0,King Street Brewing Company,Anchorage, AK
6.0,1667,King Street IPA,American IPA,102,12.0,King Street Brewing Company,Anchorage, AK
5.7,1666,King Street Hefeweizen,Hefeweizen,102,12.0,King Street Brewing Company,Anchorage, AK
4.9,1665,King Street Blonde Ale,American Blonde Ale,102,12.0,King Street Brewing Company,Anchorage, AK
6.3,2460,India Pale Ale,American IPA,87,16.0,Kirkwood Station Brewing Company,Kirkwood, MO
4.8,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.0,Kirkwood Station Brewing Company,Kirkwood, MO
4.6,1274,Longboard Island Lager,American Amber / Red Lager,439,24.0,Kona Brewing Company,Kona, HI
4.6,1220,Longboard Island Lager,American Amber / Red Lager,439,16.0,Kona Brewing Company,Kona, HI
4.6,1070,Longboard Island Lager,American Amber / Red Lager,439,12.0,Kona Brewing Company,Kona, HI
4.6,590,Longboard Island Lager,American Amber / Red Lager,439,12.0,Kona Brewing Company,Kona, HI
4.0,781,Choc Beer (2003),American Dark Wheat Ale,505,12.0,Krebs Brewing Company (Pete's Pl...,Krebs, OK
8.0,1637,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16.0,Kulshan Brewery,Bellingham, WA
5.4,1741,A Slice of Hefen,Hefeweizen,332,16.0,La Cumbre Brewing Company,Albuquerque, NM
7.199999999999999,664,Elevated IPA,American IPA,332,16.0,La Cumbre Brewing Company,Albuquerque, NM
6.6000000000000005,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0,Lancaster Brewing Company,Lancaster, PA
4.8,195,Lancaster German Style Kölsch,Kölsch,545,12.0,Lancaster Brewing Company,Lancaster, PA
4.5,2547,Beach Cruiser,Hefeweizen,59,12.0,Latitude 42 Brewing Company,Portage, MI
6.800000000000001,2493,I.P. Eh!,American IPA,59,12.0,Latitude 42 Brewing Company,Portage, MI
5.0,2492,Schoolhouse Honey,American Amber / Red Ale,59,12.0,Latitude 42 Brewing Company,Portage, MI
5.5,2491,10 Degrees of Separation,English Brown Ale,59,12.0,Latitude 42 Brewing Company,Portage, MI
5.0,2108,Laughing Dog Cream Ale,Cream Ale,218,12.0,Laughing Dog Brewing Company,Ponderay, ID
4.8,1397,Two-One Niner,American Pilsner,218,12.0,Laughing Dog Brewing Company,Ponderay, ID
6.4,1396,Laughing Dog IPA,American IPA,218,12.0,Laughing Dog Brewing Company,Ponderay, ID
6.4,1675,Madra Allta,American IPA,345,12.0,Lavery Brewing Company,Erie, PA
5.59999999999999,1249,Duluchan India Pale Ale,American IPA,345,12.0,Lavery Brewing Company,Erie, PA
5.0,1445,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16.0,Lazy Monk Brewing,Eau Claire, WI
5.1,475,Yellowstone Golden Ale,Kölsch,537,12.0,Lewis and Clark Brewing Company,Helena, MT
5.7,474,Tumbleweed IPA,American IPA,537,12.0,Lewis and Clark Brewing Company,Helena, MT
5.0,473,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12.0,Lewis and Clark Brewing Company,Helena, MT
5.0,472,Miner's Gold Hefeweizen,Hefeweizen,537,12.0,Lewis and Clark Brewing Company,Helena, MT
5.7,471,Back Country Scottish Ale,Scottish Ale,537,12.0,Lewis and Clark Brewing Company,Helena, MT
5.2,2036,Getaway,German Pilsener,244,16.0,Lift Bridge Brewing Company,Stillwater, MN
6.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0,Lift Bridge Brewing Company,Stillwater, MN
5.79999999999999,1832,Adam's Stout,American Stout,298,12.0,Liquid Hero Brewery,York, PA
5.7,1688,American Hero,American Amber / Red Ale,298,12.0,Liquid Hero Brewery,York, PA
5.2,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.0,Liquid Hero Brewery,York, PA
6.5,1686,Irregardless IPA,American IPA,298,12.0,Liquid Hero Brewery,York, PA
5.7,2434,Peach Pale Ale,American Pale Ale (APA),104,12.0,Lone Tree Brewing Company,Lone Tree, CO
6.0,2332,Deadeye Jack,American Porter,149,12.0,Lonerider Brewing Company,Raleigh, NC
7.5,2330,Pistols at Dawn,American Stout,149,16.0,Lonerider Brewing Company,Raleigh, NC
5.7,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0,Lonerider Brewing Company,Raleigh, NC
5.79999999999999,2327,Shotgun Betty,Hefeweizen,149,12.0,Lonerider Brewing Company,Raleigh, NC
6.1,2326,Sweet Josie,American Brown Ale,149,12.0,Lonerider Brewing Company,Raleigh, NC
5.8999999999999995,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
4.6,1924,Long Trail Ale,American Amber / Red Ale,268,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
7.199999999999999,1090,Double Bag,Altbier,268,16.0,Long Trail Brewing Company,Bridgewater Corners, VT
4.0,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
4.6,573,Long Trail Ale (1),Altbier,268,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
4.6,2584,Gose,Gose,41,16.0,Lost Nation Brewing,East Fairfield, VT
4.8,2583,Vermont Pilsner,German Pilsener,41,16.0,Lost Nation Brewing,East Fairfield, VT
5.5,2582,Mosaic Single Hop IPA,American IPA,41,16.0,Lost Nation Brewing,East Fairfield, VT
4.5,2581,Lost Galaxy,American IPA,41,16.0,Lost Nation Brewing,East Fairfield, VT
6.2,1309,Face Plant IPA,American IPA,430,12.0,Lost Rhino Brewing Company,Ashburn, VA
5.59999999999999,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.0,Lost Rhino Brewing Company,Ashburn, VA
5.2,1571,Slow Hand Stout,American Stout,377,16.0,Lucette Brewing Company,Menominee, WI
6.2,1204,Hips Don't Lie,Hefeweizen,456,16.0,Lucette Brewing Company,Menominie, WI
5.2,1122,Ride Again Pale Ale,American Pale Ale (APA),456,16.0,Lucette Brewing Company,Menominie, WI
4.8,700,The Farmer's Daughter,American Blonde Ale,456,16.0,Lucette Brewing Company,Menominie, WI
3.8,2033,Pub Ale,English Dark Mild Ale,245,12.0,Lucky Town Brewing Company,Jackson, MS
5.1,2032,Ballistic Blonde,Belgian Pale Ale,245,12.0,Lucky Town Brewing Company,Jackson, MS
5.4,2311,Knotty Pine,American Pale Ale (APA),158,12.0,Lumberyard Brewing Company,Flagstaff, AZ
5.3,1153,Lumberyard Pilsner,American Pilsner,158,12.0,Lumberyard Brewing Company,Flagstaff, AZ
6.1,355,Lumberyard IPA,American IPA,158,12.0,Lumberyard Brewing Company,Flagstaff, AZ
5.79999999999999,125,Lumberyard Red Ale,American Amber / Red Ale,158,12.0,Lumberyard Brewing Company,Flagstaff, AZ
5.0,962,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12.0,MacTarnahans Brewing Company,Portland, OR
5.1,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0,MacTarnahans Brewing Company,Portland, OR
5.0,1475,Macon Progress Ale,American Pale Ale (APA),400,12.0,Macon Beer Company,Macon, GA
5.5,1008,Macon History Ale,American Brown Ale,400,12.0,Macon Beer Company,Macon, GA
9.9,2454,Galaxy High,American Double / Imperial IPA,91,12.0,Madtree Brewing Company,Cincinnati, OH
4.3,2209,Sol Drifter,American Blonde Ale,91,12.0,Madtree Brewing Company,Cincinnati, OH
8.5,2133,Thunder Snow,Winter Warmer,91,12.0,Madtree Brewing Company,Cincinnati, OH
7.9,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16.0,Madtree Brewing Company,Cincinnati, OH
4.7,1816,LIFT,Kölsch,91,12.0,Madtree Brewing Company,Cincinnati, OH
5.0,1815,SPRYE,American Pale Ale (APA),91,12.0,Madtree Brewing Company,Cincinnati, OH
6.9,1126,Psychopathy,American IPA,91,12.0,Madtree Brewing Company,Cincinnati, OH
7.000000000000001,1125,Gnarly Brown,American Brown Ale,91,12.0,Madtree Brewing Company,Cincinnati, OH
6.0,1124,Happy Amber,American Amber / Red Ale,91,12.0,Madtree Brewing Company,Cincinnati, OH
5.1,1813,#9,Fruit / Vegetable Beer,303,16.0,Magic Hat Brewing Company,South Burlington, VT
5.5,1113,Elder Betty,Hefeweizen,303,12.0,Magic Hat Brewing Company,South Burlington, VT
5.1,360,#9,Fruit / Vegetable Beer,303,12.0,Magic Hat Brewing Company,South Burlington, VT
4.2,511,High Country Pilsner (Current),German Pilsener,534,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
6.5,75,Epic IPA,American IPA,534,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
4.2,74,Golden Trout Pilsner,German Pilsener,534,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
4.5,73,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
7.199999999999999,1628,Festivus (1),Winter Warmer,356,12.0,Manayunk Brewing Company,Philadelphia, PA
6.7,1626,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12.0,Manayunk Brewing Company,Philadelphia, PA
4.5,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12.0,Manayunk Brewing Company,Philadelphia, PA
5.5,1624,Manayunk IPA,American IPA,356,12.0,Manayunk Brewing Company,Philadelphia, PA
5.5,1600,Yunkin' Punkin',Pumpkin Ale,356,12.0,Manayunk Brewing Company,Philadelphia, PA
5.0,1484,Summer Paradise,American Pale Wheat Ale,356,12.0,Manayunk Brewing Company,Philadelphia, PA
9.0,1356,Monk from the 'Yunk,Tripel,356,12.0,Manayunk Brewing Company,Philadelphia, PA
6.0,1355,Schuylkill Punch,Fruit / Vegetable Beer,356,12.0,Manayunk Brewing Company,Philadelphia, PA
8.5,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12.0,Manayunk Brewing Company,Philadelphia, PA
9.9,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12.0,Manzanita Brewing Company,Santee, CA
8.0,1673,Manzanita IPA,American IPA,346,12.0,Manzanita Brewing Company,Santee, CA
6.0,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12.0,Manzanita Brewing Company,Santee, CA
9.5,1671,Gillespie Brown Ale,American Brown Ale,346,12.0,Manzanita Brewing Company,Santee, CA
6.6000000000000005,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12.0,Manzanita Brewing Company,Santee, CA
4.7,1262,Marble Pilsner,German Pilsener,443,12.0,Marble Brewery,Albuquerque, NM
6.2,845,Marble India Pale Ale,American IPA,443,12.0,Marble Brewery,Albuquerque, NM
7.199999999999999,1783,Toughcats IPA,American IPA,317,16.0,Marshall Wharf Brewing Company,Belfast, ME
5.0,1717,Tug Pale Ale,American Pale Ale (APA),317,16.0,Marshall Wharf Brewing Company,Belfast, ME
9.9,1716,Sexy Chaos,Russian Imperial Stout,317,16.0,Marshall Wharf Brewing Company,Belfast, ME
6.3,1516,Ace Hole American Pale Ale,American Pale Ale (APA),317,16.0,Marshall Wharf Brewing Company,Belfast, ME
9.69999999999999,725,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16.0,Marshall Wharf Brewing Company,Belfast, ME
5.0,2308,River House,Saison / Farmhouse Ale,161,16.0,Martin House Brewing Company,Fort Worth, TX
6.5,2268,Pretzel Stout,American Stout,161,16.0,Martin House Brewing Company,Fort Worth, TX
5.0,2197,Rubberneck Red,American Amber / Red Ale,161,16.0,Martin House Brewing Company,Fort Worth, TX
8.0,2120,The Imperial Texan,American Double / Imperial IPA,161,16.0,Martin House Brewing Company,Fort Worth, TX
8.0,1234,The Imperial Texan,American Double / Imperial IPA,161,12.0,Martin House Brewing Company,Fort Worth, TX
5.0,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16.0,Martin House Brewing Company,Fort Worth, TX
5.0,1232,River House Saison,Saison / Farmhouse Ale,161,12.0,Martin House Brewing Company,Fort Worth, TX
6.5,1231,There Will Be Stout,American Stout,161,12.0,Martin House Brewing Company,Fort Worth, TX
6.5,1831,Our Legacy IPA,American IPA,299,12.0,Matt Brewing Company,Utica, NY
4.2,1359,Saranac Shandy,Shandy,299,12.0,Matt Brewing Company,Utica, NY
6.5,1135,Our Legacy IPA,American IPA,299,16.0,Matt Brewing Company,Utica, NY
5.1,960,Saranac Golden Pilsener (2003),German Pilsener,299,12.0,Matt Brewing Company,Utica, NY
4.5,959,Saranac Adirondack Light (2002),Light Lager,299,12.0,Matt Brewing Company,Utica, NY
4.5,958,DAX Light (1998),Light Lager,299,12.0,Matt Brewing Company,Utica, NY
4.8,957,Saranac Traditional Lager (2000),American Pale Lager,299,12.0,Matt Brewing Company,Utica, NY
4.7,956,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,12.0,Matt Brewing Company,Utica, NY
5.0,773,Blueberry Blonde Ale,American Blonde Ale,299,12.0,Matt Brewing Company,Utica, NY
6.0,686,Saranac White IPA,American IPA,299,12.0,Matt Brewing Company,Utica, NY
4.7,453,Saranac Summer Ale (2011),American Pale Wheat Ale,299,12.0,Matt Brewing Company,Utica, NY
5.5,150,Saranac Pale Ale (12 oz.),English Pale Ale,299,12.0,Matt Brewing Company,Utica, NY
5.5,133,Saranac Pale Ale (16 oz.),English Pale Ale,299,16.0,Matt Brewing Company,Utica, NY
5.1,1578,Lahaina Town Brown,American Brown Ale,375,12.0,Maui Brewing Company,Lahaina, HI
5.5,1429,Pau Hana Pilsner,Czech Pilsener,375,12.0,Maui Brewing Company,Lahaina, HI
5.0,1271,Lemongrass Saison,Saison / Farmhouse Ale,375,12.0,Maui Brewing Company,Lahaina, HI
7.000000000000001,713,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12.0,Maui Brewing Company,Lahaina, HI
8.19999999999999,712,Liquid Breadfruit,Fruit / Vegetable Beer,375,12.0,Maui Brewing Company,Lahaina, HI
6.0,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12.0,Maui Brewing Company,Lahaina, HI
5.0,547,La Perouse White,Witbier,375,12.0,Maui Brewing Company,Lahaina, HI
6.800000000000001,435,Flyin' HI.P.Hay,American IPA,375,12.0,Maui Brewing Company,Lahaina, HI
5.5,313,Mana Wheat,American Pale Wheat Ale,375,12.0,Maui Brewing Company,Lahaina, HI
4.5,33,Bikini Blonde Lager,Munich Helles Lager,375,12.0,Maui Brewing Company,Lahaina, HI
5.7,32,CoCoNut Porter,American Porter,375,12.0,Maui Brewing Company,Lahaina, HI
6.2,31,Big Swell IPA,American IPA,375,12.0,Maui Brewing Company,Lahaina, HI
3.6999999999999997,1237,Pit Stop Chocolate Porter,American Porter,448,12.0,Mavericks Beer Company,Half Moon Bay, CA
3.6999999999999997,1236,Pace Setter Belgian Style Wit,Witbier,448,12.0,Mavericks Beer Company,Half Moon Bay, CA
3.6999999999999997,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.0,Mavericks Beer Company,Half Moon Bay, CA
6.9,1986,Bushwhacker Cider,Cider,254,16.0,Meckley's Cidery,Somerset Center, MI
6.9,1985,Weim-R-Iner,Cider,254,16.0,Meckley's Cidery,Somerset Center, MI
6.9,1984,Cherry Bomb,Cider,254,16.0,Meckley's Cidery,Somerset Center, MI
7.199999999999999,2186,Tsunami IPA,American IPA,203,19.2,Mehana Brewing Co.,Hilo, HI
7.199999999999999,2185,Tsunami IPA,American IPA,203,12.0,Mehana Brewing Co.,Hilo, HI
4.2,2184,Humpback Blonde Ale,American Blonde Ale,203,12.0,Mehana Brewing Co.,Hilo, HI
5.2,2178,Hawaiian Crow Porter,American Porter,203,12.0,Mehana Brewing Co.,Hilo, HI
5.2,2177,Volcano Red Ale,American Amber / Red Ale,203,12.0,Mehana Brewing Co.,Hilo, HI
5.4,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.0,Mehana Brewing Co.,Hilo, HI
5.3,1508,Shark Bait,Fruit / Vegetable Beer,393,12.0,Miami Brewing Company,Miami, FL
5.3,1507,Gator Tail Brown Ale,American Brown Ale,393,12.0,Miami Brewing Company,Miami, FL
7.1,1506,Miami Vice IPA,American IPA,393,12.0,Miami Brewing Company,Miami, FL
5.3,1325,Big Rod Coconut Ale,American Blonde Ale,393,12.0,Miami Brewing Company,Miami, FL
5.59999999999999,174,Mickey Finn's Amber Ale,American Amber / Red Ale,552,12.0,Mickey Finn's Brewery,Libertyville, IL
6.3,2093,Pleasure Town,American IPA,223,12.0,Midnight Sun Brewing Company,Anchorage, AK
6.3,1814,Pleasure Town IPA,American IPA,223,12.0,Midnight Sun Brewing Company,Anchorage, AK
4.8,587,Snowshoe White Ale,Witbier,223,12.0,Midnight Sun Brewing Company,Anchorage, AK
5.0,586,Kodiak Brown Ale,American Brown Ale,223,12.0,Midnight Sun Brewing Company,Anchorage, AK
5.7,434,Sockeye Red IPA,American IPA,223,12.0,Midnight Sun Brewing Company,Anchorage, AK
8.0,2668,Habitus (2014),American Double / Imperial IPA,3,16.0,Mike Hess Brewing Company,San Diego, CA
7.5,2667,Solis,American IPA,3,16.0,Mike Hess Brewing Company,San Diego, CA
6.0,2666,Jucundus,Wheat Ale,3,16.0,Mike Hess Brewing Company,San Diego, CA
8.0,2664,Habitus,American Double / Imperial IPA,3,16.0,Mike Hess Brewing Company,San Diego, CA
6.3,2663,Grazias,Cream Ale,3,16.0,Mike Hess Brewing Company,San Diego, CA
5.79999999999999,2662,Claritas,Kölsch,3,16.0,Mike Hess Brewing Company,San Diego, CA
8.3,2535,Vinyl Frontier,American Double / Imperial IPA,65,24.0,Mikerphone Brewing,Chicago, IL
8.0,2534,Disco Superfly,American IPA,65,24.0,Mikerphone Brewing,Chicago, IL
7.5,2533,Misty Mountain Hop,American IPA,65,24.0,Mikerphone Brewing,Chicago, IL
7.5,2532,One-Hit Wonderful,Belgian IPA,65,24.0,Mikerphone Brewing,Chicago, IL
6.5,2531,En Parfaite Harmonie,Saison / Farmhouse Ale,65,24.0,Mikerphone Brewing,Chicago, IL
4.3,2530,Daft Funk,Berliner Weissbier,65,24.0,Mikerphone Brewing,Chicago, IL
7.5,2529,Love In An Ellavator,American IPA,65,24.0,Mikerphone Brewing,Chicago, IL
5.3,2528,Spin Doctor,American Pale Ale (APA),65,24.0,Mikerphone Brewing,Chicago, IL
5.0,1612,Keeper (Current),American Pilsner,363,12.0,Mikkeller,Pottstown, PA
6.800000000000001,1611,Better Half,American IPA,363,12.0,Mikkeller,Pottstown, PA
4.8,1273,SNO White Ale,Witbier,440,16.0,MillKing It Productions,Royal Oak, MI
4.8,365,BRIK Irish Red Ale,Irish Red Ale,440,16.0,MillKing It Productions,Royal Oak, MI
8.7,1884,Hop Freak,American Double / Imperial IPA,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
5.1,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
7.5,1080,Hop Happy,American IPA,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
6.5,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
9.2,776,O-Gii,Witbier,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
4.8,172,Flaming Damsel Lager (2010),Vienna Lager,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
5.1,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16.0,Milwaukee Brewing Company,Milwaukee, WI
9.9,2361,Axe Head Malt Liquor,American Malt Liquor,134,24.0,Minhas Craft Brewery,Monroe, WI
5.4,2359,Huber Bock (2014),Bock,134,16.0,Minhas Craft Brewery,Monroe, WI
4.0,2358,Minhas Light (2012),Light Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.0,2282,Huber,American Pale Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
6.2,2281,Clear Creek Ice,American Pale Lager,134,16.0,Minhas Craft Brewery,Monroe, WI
6.2,2280,Clear Creek Ice,American Pale Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.5,2279,Mountain Crest,American Pale Lager,134,16.0,Minhas Craft Brewery,Monroe, WI
5.5,2278,Mountain Crest,American Pale Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.5,2277,Mountain Creek (2013),American Pale Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.0,2276,Boxer,American Adjunct Lager,134,24.0,Minhas Craft Brewery,Monroe, WI
4.2,2275,Boxer Light,Light Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.5,2274,Boxer Ice,American Adjunct Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.0,2273,Boxer,American Adjunct Lager,134,12.0,Minhas Craft Brewery,Monroe, WI
5.0,2442,Cortez Gold,Belgian Pale Ale,98,32.0,Mission Brewery,San Diego, CA
6.800000000000001,2441,Mission IPA,American IPA,98,32.0,Mission Brewery,San Diego, CA
4.8,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32.0,Mission Brewery,San Diego, CA
9.2,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32.0,Mission Brewery,San Diego, CA
4.0,1476,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16.0,Moab Brewery,Moab, UT
4.0,902,Dead Horse Amber,American Pale Wheat Ale,399,16.0,Moab Brewery,Moab, UT
4.0,645,Rocket Bike American Lager,California Common / Steam Beer,399,16.0,Moab Brewery,Moab, UT
4.0,644,Johnny's American IPA,American IPA,399,16.0,Moab Brewery,Moab, UT
5.5,337,Boneshaker Brown Ale,English Brown Ale,547,24.0,Moat Mountain Smoke House & Brew...,North Conway, NH
5.59999999999999,336,Iron Mike Pale Ale,American Pale Ale (APA),547,24.0,Moat Mountain Smoke House & Brew...,North Conway, NH
4.2,2236,Monkadelic,American Pale Ale (APA),189,12.0,Modern Monks Brewery,Lincoln, NE
7.5,2159,City of the Sun,American IPA,209,16.0,Modern Times Beer,San Diego, CA
6.800000000000001,2157,Booming Rollers,American IPA,209,16.0,Modern Times Beer,San Diego, CA
5.2,2156,Oneida,American Pale Ale (APA),209,16.0,Modern Times Beer,San Diego, CA
6.7,2154,Aurora ,American Amber / Red Ale,209,16.0,Modern Times Beer,San Diego, CA
5.5,1495,Lomaland,Saison / Farmhouse Ale,209,16.0,Modern Times Beer,San Diego, CA
4.7,1494,Fortunate Islands,American Pale Wheat Ale,209,16.0,Modern Times Beer,San Diego, CA
5.79999999999999,1493,Black House,American Stout,209,16.0,Modern Times Beer,San Diego, CA
6.5,1492,Blazing World,American Amber / Red Ale,209,16.0,Modern Times Beer,San Diego, CA
5.0,327,Wapiti Amber Ale,American Amber / Red Ale,549,12.0,Mogollon Brewing Company,Flagstaff, AZ
5.4,719,Sweet Georgia Brown,American Brown Ale,514,16.0,Monkey Paw Pub & Brewery,San Diego, CA
8.7,718,Rich Man's IIPA,American Double / Imperial IPA,514,16.0,Monkey Paw Pub & Brewery,San Diego, CA
5.79999999999999,717,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,16.0,Monkey Paw Pub & Brewery,San Diego, CA
5.59999999999999,1907,Montauk Summer Ale,American Blonde Ale,276,12.0,Montauk Brewing Company,Montauk, NY
6.0,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12.0,Montauk Brewing Company,Montauk, NY
5.59999999999999,1756,When Helles Freezes Over,Munich Helles Lager,326,12.0,Morgan Street Brewery,Saint Louis, MO
4.9,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12.0,Morgan Street Brewery,Saint Louis, MO
4.7,1052,Honey Wheat,American Pale Wheat Ale,326,12.0,Morgan Street Brewery,Saint Louis, MO
4.6,1051,Black Bear Dark Lager,Schwarzbier,326,12.0,Morgan Street Brewery,Saint Louis, MO
5.0,1046,Golden Pilsner,German Pilsener,326,12.0,Morgan Street Brewery,Saint Louis, MO
5.2,2413,Cali Creamin',Cream Ale,111,12.0,Mother Earth Brew Company,Vista, CA
5.0,419,Second Wind Pale Ale,American Pale Ale (APA),540,12.0,Mother Earth Brewing Company,Kinston, NC
5.0,408,Sunny Haze,Hefeweizen,540,12.0,Mother Earth Brewing Company,Kinston, NC
5.2,2237,Towhead,American Blonde Ale,188,12.0,Mother's Brewing,Springfield, MO
7.000000000000001,2208,Lil' Helper,American IPA,188,12.0,Mother's Brewing,Springfield, MO
8.19999999999999,1952,Train Wreck,American Amber / Red Ale,260,16.0,Mountain Town Brewing Company ,Mount Pleasant, MI
8.5,768,Full Moon Belgian White Ale,Witbier,507,12.0,Mudshark Brewing Company,Lake Havasu City, AZ
7.199999999999999,625,Desert Magic IPA,American IPA,507,12.0,Mudshark Brewing Company,Lake Havasu City, AZ
4.2,326,Up River Light,Light Lager,507,12.0,Mudshark Brewing Company,Lake Havasu City, AZ
8.5,132,Full Moon Belgian White Ale (2007),Witbier,507,12.0,Mudshark Brewing Company,Lake Havasu City, AZ
5.5,131,Dry Heat Hefeweizen (2006),Hefeweizen,507,12.0,Mudshark Brewing Company,Lake Havasu City, AZ
5.0,1598,Mustang Sixty-Six,American Amber / Red Lager,366,12.0,Mustang Brewing Company,Mustang, OK
4.0,862,Mustang '33,American Pale Lager,366,12.0,Mustang Brewing Company,Mustang, OK
4.0,699,Session '33 (2011),American Pale Lager,366,12.0,Mustang Brewing Company,Mustang, OK
5.3,421,Mustang Golden Ale,American Blonde Ale,366,12.0,Mustang Brewing Company,Mustang, OK
5.3,420,Washita Wheat,American Pale Wheat Ale,366,12.0,Mustang Brewing Company,Mustang, OK
3.6999999999999997,2345,Gansett Light,Light Lager,143,16.0,Narragansett Brewing Company,Providence, RI
5.2,2224,Bohemian Pils,American Pilsner,143,16.0,Narragansett Brewing Company,Providence, RI
5.3,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16.0,Narragansett Brewing Company,Providence, RI
8.6,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16.0,Narragansett Brewing Company,Providence, RI
4.2,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12.0,Narragansett Brewing Company,Providence, RI
5.0,580,Narragansett Cream Ale,Cream Ale,143,16.0,Narragansett Brewing Company,Providence, RI
4.2,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16.0,Narragansett Brewing Company,Providence, RI
7.000000000000001,316,Narragansett Porter,American Porter,143,16.0,Narragansett Brewing Company,Providence, RI
6.5,315,Narragansett Bock,Bock,143,16.0,Narragansett Brewing Company,Providence, RI
5.5,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16.0,Narragansett Brewing Company,Providence, RI
5.3,1537,Undun Blonde Ale,American Blonde Ale,387,16.0,Natian Brewery,Portland, OR
7.3999999999999995,1536,CuDa Cascadian Dark Ale,American Black Ale,387,16.0,Natian Brewery,Portland, OR
8.5,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16.0,Natian Brewery,Portland, OR
