City,State,% Age Over 19
Kennett,Missouri,0.7175379730851102
Kerrville,Texas,0.7851620548898629
Ketchikan,Alaska,0.7738112549076632
Key West,Florida,0.829073871242546
Kill Devil Hills,North Carolina,0.7971236715486703
Kingsville,Texas,0.7070863599677158
Kinston,North Carolina,0.7521478448433444
Kirksville,Missouri,0.7344744950359466
Klamath Falls,Oregon,0.7570691522718203
Laconia,New Hampshire,0.8033974557865343
La Grande,Oregon,0.7463375553181749
"LaGrange, G",Alabama,0.7448710447818455
Lake City,Florida,0.7609717979683172
Lamesa,Texas,0.7168291307500202
Laramie,Wyoming,0.7802861093384387
Las Vegas,New Mexico,0.7990493204874625
Laurel,Mississippi,0.7265008731257904
Laurinburg,North Carolina,0.7385689660209775
Lawrenceburg,Tennessee,0.7287855804407959
Lebanon,Missouri,0.7286967591951955
"Lebanon, N",Vermont,0.800815318318708
Levelland,Texas,0.6946589898422506
Lewisburg,Pennsylvania,0.77299849652321
Lewisburg,Tennessee,0.7460839240795792
Lewistown,Pennsylvania,0.7536630830587827
Lexington,Nebraska,0.7060881735479356
Liberal,Kansas,0.6532855106451465
Lincoln,Illinois,0.7779722777936553
Lock Haven,Pennsylvania,0.7612972107300147
Logansport,Indiana,0.7509251124777041
London,Kentucky,0.7399458610433446
Los Alamos,New Mexico,0.7642524573202276
Ludington,Michigan,0.7802470816458497
Lufkin,Texas,0.7198922618084295
Lumberton,North Carolina,0.7152448249776494
Macomb,Illinois,0.7605114059937379
Madison,Indiana,0.7692284481458013
Madisonville,Kentucky,0.7490584429970313
Magnolia,Arkansas,0.722212420606916
Malone,New York,0.7817978759271746
Malvern,Arkansas,0.7754615663086762
Manitowoc,Wisconsin,0.7739402490644746
Marietta,Ohio,0.7765848240580246
"Marinette, W",Michigan,0.7955626476815908
Marion,Indiana,0.7482003531382521
Marion,North Carolina,0.7852494577006508
Marion,Ohio,0.7667212938996186
Marquette,Michigan,0.7841701586917387
Marshall,Minnesota,0.706115492846102
Marshall,Missouri,0.7391042981665163
Marshalltown,Iowa,0.7206985672345871
Martin,Tennessee,0.7684647051701174
Martinsville,Virginia,0.7732768760291696
Maryville,Missouri,0.7534499054820416
Mason City,Iowa,0.7684414365854145
Mayfield,Kentucky,0.7374846374436707
Maysville,Kentucky,0.7470911346051621
McAlester,Oklahoma,0.7517933674054041
McComb,Mississippi,0.7125809921697146
McMinnville,Tennessee,0.74640560653132
McPherson,Kansas,0.7466993962714789
Meadville,Pennsylvania,0.7661335796811076
Menomonie,Wisconsin,0.7507190374777702
Meridian,Mississippi,0.74683925346177
Mexico,Missouri,0.7505403890801376
Miami,Oklahoma,0.7150626235992089
Middlesborough,Kentucky,0.7654874675161372
Milledgeville,Georgia,0.7645150827116445
Minden,Louisiana,0.7541454786646031
Mineral Wells,Texas,0.7469497315763787
Minot,North Dakota,0.7316480818948633
Mitchell,South Dakota,0.7280930590600009
Moberly,Missouri,0.7611873990306947
Montrose,Colorado,0.781362155882414
Morehead City,North Carolina,0.8123313053500825
Morgan City,Louisiana,0.7404834964339028
Moscow,Idaho,0.7517674199389776
Moses Lake,Washington,0.6834800642092984
Moultrie,Georgia,0.7206190517768271
Mountain Home,Arkansas,0.8029138192862566
Mountain Home,Idaho,0.7296978527075312
Mount Airy,North Carolina,0.7678210029233191
Mount Gay-Shamrock,West Virginia,0.7732614622833683
Mount Pleasant,Michigan,0.7517936216499777
Mount Pleasant,Texas,0.6918651110755953
Mount Sterling,Kentucky,0.7486597020618339
Mount Vernon,Illinois,0.7572741817392955
Mount Vernon,Ohio,0.735265592953559
Murray,Kentucky,0.7639243876464323
Muscatine,Iowa,0.7328757496251874
Muskogee,Oklahoma,0.7277235206966408
Nacogdoches,Texas,0.7090523906723573
"Natchez, M",Louisiana,0.7654824058746127
Natchitoches,Louisiana,0.7216280451574569
Newberry,South Carolina,0.7550268449310453
New Castle,Indiana,0.7763155205885358
New Castle,Pennsylvania,0.776424903797794
New Philadelphia-Dover,Ohio,0.7501297297297297
Newport,Oregon,0.8218709449097558
Newport,Tennessee,0.7799989016420451
New Ulm,Minnesota,0.7515395638870599
Nogales,Arizona,0.7102938412380176
Norfolk,Nebraska,0.7155119052531672
North Platte,Nebraska,0.7438563595556692
North Vernon,Indiana,0.7480754496698165
North Wilkesboro,North Carolina,0.778941129988147
Norwalk,Ohio,0.7393218770880806
Oak Harbor,Washington,0.8061350535273126
Ogdensburg-Massena,New York,0.7507750969449611
Oil City,Pennsylvania,0.7924826785213664
Okeechobee,Florida,0.7635722445735856
Olean,New York,0.7516551958757491
Oneonta,New York,0.7878464635342292
"Ontario, O",Idaho,0.715969195251796
Opelousas,Louisiana,0.7104945717732207
Orangeburg,South Carolina,0.7489091391239363
Oskaloosa,Iowa,0.7281659388646288
Othello,Washington,0.6101546966684448
Ottawa,Illinois,0.7673287476087753
Ottawa,Kansas,0.7375125067343954
Ottumwa,Iowa,0.7400442477876106
Owatonna,Minnesota,0.7310771372727516
Oxford,Mississippi,0.7510371985092469
Ozark,Alabama,0.7471322605488225
"Paducah, K",Illinois,0.7620732552922462
Pahrump,Nevada,0.8176800748362956
Palatka,Florida,0.7670257661763318
Palestine,Texas,0.7927810691414677
Pampa,Texas,0.7284097677188803
Paragould,Arkansas,0.7334671934710797
Paris,Tennessee,0.7775365240857347
Paris,Texas,0.7364365842947822
Parsons,Kansas,0.7337284049819205
Payson,Arizona,0.7879788762619194
Pearsall,Texas,0.7402907355174658
Pecos,Texas,0.7436743674367436
Pella,Iowa,0.7338526063511085
Peru,Indiana,0.7678002272664283
Picayune,Mississippi,0.7457303152045024
Pierre,South Dakota,0.735549551288237
Pinehurst-Southern Pines,North Carolina,0.7648764633185096
Pittsburg,Kansas,0.7373306059831245
Plainview,Texas,0.7031657355679702
Platteville,Wisconsin,0.7343696027633851
Plattsburgh,New York,0.7842856424945978
Plymouth,Indiana,0.7272825827714057
"Point Pleasant, W",Ohio,0.7583540458436896
Ponca City,Oklahoma,0.7223772066221531
Pontiac,Illinois,0.7614681471511888
Poplar Bluff,Missouri,0.7415493759247316
Portales,New Mexico,0.7087649192912351
Port Angeles,Washington,0.8188955235330972
Port Lavaca,Texas,0.7366046535205556
Portsmouth,Ohio,0.7575055217735118
Pottsville,Pennsylvania,0.7812430198793835
Price,Utah,0.7141174160612606
Prineville,Oregon,0.784179649559035
Pullman,Washington,0.7429239863806321
"Quincy, I",Missouri,0.7502735010806628
Raymondville,Texas,0.7315416420555227
Red Bluff,California,0.7386027054261198
Red Wing,Minnesota,0.7590893929286191
Rexburg,Idaho,0.6808649385680198
Richmond,Indiana,0.7508878054652702
Richmond-Berea,Kentucky,0.7442762831240001
Rio Grande City-Roma,Texas,0.6427652197610865
Riverton,Wyoming,0.7229255643685174
Roanoke Rapids,North Carolina,0.7759973089096497
Rochelle,Illinois,0.7553888316585357
Rockingham,North Carolina,0.7413163561464282
Rockport,Texas,0.7977560179518564
Rock Springs,Wyoming,0.7205027154323065
Rolla,Missouri,0.7402363308632085
Roseburg,Oregon,0.7879940702638019
Roswell,New Mexico,0.7088304012130777
Ruidoso,New Mexico,0.7982971227246036
Russellville,Arkansas,0.7319641665872486
Ruston,Louisiana,0.7318699119455059
Rutland,Vermont,0.7971645954019574
Safford,Arizona,0.705685019206146
St. Marys,Georgia,0.7337776659959758
St. Marys,Pennsylvania,0.7877075008933502
Salem,Ohio,0.7769815418023887
Salina,Kansas,0.7451863510029133
Sandpoint,Idaho,0.786890545755794
Sandusky,Ohio,0.778322556511516
Sanford,North Carolina,0.739187377217874
Sault Ste. Marie,Michigan,0.7935136897001304
Sayre,Pennsylvania,0.7588158685634141
Scottsbluff,Nebraska,0.7283661522086216
Scottsboro,Alabama,0.7721751653307563
Scottsburg,Indiana,0.7551221515089304
Searcy,Arkansas,0.7337806157472768
Sedalia,Missouri,0.724483652866537
Selinsgrove,Pennsylvania,0.748643396178794
Selma,Alabama,0.7415933437890427
Seneca,South Carolina,0.7868262565811901
Seneca Falls,New York,0.7791498456423652
Sevierville,Tennessee,0.777535496447843
Seymour,Indiana,0.7334317407254651
Shawano,Wisconsin,0.7530344644281032
Shawnee,Oklahoma,0.7368903983894602
Shelby,North Carolina,0.7502366504249743
Shelbyville,Tennessee,0.724935933801522
Shelton,Washington,0.787635879612512
Sheridan,Wyoming,0.7659419831890286
Show Low,Arizona,0.7187716718910372
Sidney,Ohio,0.7297663463743044
Sikeston,Missouri,0.7364164904862579
Silver City,New Mexico,0.7872996521926208
Snyder,Texas,0.7236091298145506
Somerset,Kentucky,0.7577457469085795
Somerset,Pennsylvania,0.8021649666562538
Sonora,California,0.8134384518903423
Spearfish,South Dakota,0.7922033250525511
Spencer,Iowa,0.749330900243309
Spirit Lake,Iowa,0.7884152148339029
Starkville,Mississippi,0.7453295592397897
Statesboro,Georgia,0.7182140171271925
Steamboat Springs,Colorado,0.8047905623530349
Stephenville,Texas,0.7183825902531237
Sterling,Colorado,0.7870340205705776
Sterling,Illinois,0.7583581954615315
Stevens Point,Wisconsin,0.7664329908611001
Stillwater,Oklahoma,0.7453682811108807
Storm Lake,Iowa,0.6990997063213134
Sturgis,Michigan,0.734569933177524
Sulphur Springs,Texas,0.7332240466528714
Summerville,Georgia,0.7574602919942243
Sunbury,Pennsylvania,0.7845528455284553
Susanville,California,0.8033716336439579
Sweetwater,Texas,0.7098718914845517
Tahlequah,Oklahoma,0.7452495433262645
Talladega-Sylacauga,Alabama,0.7692458662479761
Taos,New Mexico,0.8118880512953817
Taylorville,Illinois,0.7795139920385004
The Dalles,Oregon,0.7618798174062711
Thomaston,Georgia,0.7529581529581529
Thomasville,Georgia,0.7398673705335719
Tiffin,Ohio,0.7486431355407424
Tifton,Georgia,0.7153256333106862
Toccoa,Georgia,0.750604876233017
Torrington,Connecticut,0.8040324324324324
Traverse City,Michigan,0.7904450981025956
Troy,Alabama,0.7552665878572944
Truckee-Grass Valley,California,0.8144307980712553
Tullahoma-Manchester,Tennessee,0.7523762294404496
Tupelo,Mississippi,0.7299248599551366
Ukiah,California,0.7680302283555117
Union,South Carolina,0.767693218833284
Union City,Tennessee,0.7625878027965601
Urbana,Ohio,0.755652600842399
Uvalde,Texas,0.6952565813417445
Van Wert,Ohio,0.7466935820687735
Vermillion,South Dakota,0.733069306930693
Vernal,Utah,0.6547342835045852
Vernon,Texas,0.7528081061974707
Vicksburg,Mississippi,0.7408155304160261
Vidalia,Georgia,0.7226689911146102
Vincennes,Indiana,0.7448270107909667
Vineyard Haven,Massachusetts,0.8076503768308291
Wabash,Indiana,0.7587292315680166
"Wahpeton, N",Minnesota,0.7396645610978
Wapakoneta,Ohio,0.7377820159944518
Warren,Pennsylvania,0.7848114543452037
Warrensburg,Missouri,0.7349399815327793
Warsaw,Indiana,0.7385963598232342
Washington,Indiana,0.67856394286912
Washington,North Carolina,0.7834847530808672
Washington Court House,Ohio,0.7426139901750501
Watertown,South Dakota,0.7240355227495531
Watertown-Fort Atkinson,Wisconsin,0.7630646433490694
Wauchula,Florida,0.7144936086529007
Waycross,Georgia,0.7306682854541234
Weatherford,Oklahoma,0.7066363668643255
West Plains,Missouri,0.7359599749843653
West Point,Mississippi,0.7511734556244942
Whitewater,Wisconsin,0.7662150394666617
Williston,North Dakota,0.6761511277413991
Willmar,Minnesota,0.7319441588411361
Wilmington,Ohio,0.745309970479002
Wilson,North Carolina,0.7453584963442177
Winfield,Kansas,0.7302585807050093
Winnemucca,Nevada,0.7056323662737988
Winona,Minnesota,0.7645577271811405
Wisconsin Rapids-Marshfield,Wisconsin,0.7634129877143243
Woodward,Oklahoma,0.734885467517837
Wooster,Ohio,0.7291663096564134
Worthington,Minnesota,0.6924650993588286
Yankton,South Dakota,0.7623299137227969
Zanesville,Ohio,0.7511110082399778
Zapata,Texas,0.6412136899626114
